resourceid,Email,lab,ID,status,title,location,zipcode,age,filename,transcription,topic,type,keywords,credit,lables,insta,hashtag,twitter,facebook
4985,,City Hall,CH1097,Transcribed,Lex Street,"Lex Street, West Philadelphia",19142,21,CH1097_0001.jpg,"Devember 28, 2000 the worst mass murder took place in Philadelpia

Location ‰ÛÒ Lex St., Mill Creek Section, West Philadelphia

‰Û¢	10 shot and 7 dead

‰Û¢	Destroyed community and families

‰Û¢	The victims and victims should not be forgotten 

        about

‰Û¢	Mural was put up in 2001 and removed in less 

        than 2 years

‰Û¢	News and media speak every year on the event 

        but

‰Û¢	Make December 28 every year in Philadelphia a 

        day of peace in remembrance of the Lex Street 

        massacre

‰Û¢	Asking the city of Philadelphia for help

‰Û¢	Place/area to come together every year to have 

        a candle light visual & memorial on December 

        28th","African Americans, Family, Neighborhoods, Unknown, Violence","Mural, Sculpture Statue, Memorial","Lex Street, Lex Street Massacre",Rodney #LexSt,Lex Street,,,,
4984,,City Hall,CH1095,Transcribed,Lex Street Memorial,Mill Creek Area/ Blackwell Homes/ Lex St.,19143,,CH1095_0001.jpg,It‰Ûªs been 17 years since the Lex St tragedy and it‰Ûªs well over due for some type of recognition for the victims and their families.  Every year the media speaks on how there are new homes and show pictures of the old homes but speak little to nothing on how it came about and how it effected people.  The 7 young men that loss their lives that night of Dec. 28th 2000 were more than just of that of Lex St and the city should acknowledge that.  A wall was made before the homes were blown away to honor and show respect to the young men that passed away to give their families something to remind them and assure them that their lives matter and they will forever be remembered for more than just Lex St. A memorial can the wall should be giving to the victims and their families.,"African Americans, Family, Neighborhoods, Violence","Mural, Memorial","Lex Street, Lex Street Massacre",#Lexstreet,The Lex Street Memorial,,,,
4983,,City Hall,CH1096,Transcribed,Lex St. Wall/ Memorial,Lex Street/ West Philadelphia,19139,,CH1096_0001.jpg,Being the worst mass murder in Philadelphia‰Ûªs history. The victims and their families should at least be giving a way to celebrate/acknowledge the loss.  There are people who will like to show their concern and support to the victim‰Ûªs family and come together to reminisce about their loss loved ones.  Having a memorial every year will give us that platform and a wall that was once up will keep them alive because their lives are more important than new buildings being built to basically cover up what‰Ûªs real.,"African Americans, Family, Neighborhoods, Philadelphia, Violence","Mural, Shrine, Memorial, Image","Lex Street, Lex Street Massacre",#LexStreet,,,,,
4982,,Penn Treaty Park,PT403,Transcribed,Built to Last/ Reckoning,In the water between Penn Treaty Park + Sugar House,19130,34,PT403_0002.jpg,"A statue of the word ‰ÛÏLiberty‰Û� part has been chipped away at to the point where it is barely able to be understood.  At the bottom, of the statue people of various demographics appearing to be planning to repair it.","Brotherly Love, History, Immigration, Love",Sculpture Statue,History,Don,Built to Last/Reckoning,,,,
4981,,City Hall,CH1094,Transcribed,Lex St,Mill creek Area,,,CH1094_0001.jpg,The people would love to see the mural dedicated to Lex St. massacre put back up.,"African Americans, Family, Neighborhoods, Violence","Mural, Memorial","Lex Street, Lex Street Massacre",#LexStreet,Lex St.,,,,
4980,,Penn Treaty Park,PT400,Transcribed,In celebration of teachers,In a large open space,19125,41,PT400_0001.jpg,I could look like a classroom with rows of student desks - facing a teacher's desk. It should be true to size. People should be able to set at the desks,"Education, History","Interactive, Sculpture Statue, Scholarship, Closed School",Education,Clair Martin,In celebration of teachers,,,,
4979,,Penn Treaty Park,PT402,Transcribed,Facing Prejudice,Thomas Paine Plaza,19147,41,RS4979_PT402_0001.jpg,"A maze with opaque walls and photographs of random Philadelphians each next to a mirror. You look at the photograph, which is just a face, and then make a judgment about them based on what you see. Beneath the mirror is a panel which you open after contemplating the face. The panel contains a biographical narrative about the person. The exercise, if properly executed, should provide for self-reflection about judgments you have about other people bases solely on appearances","Philadelphia, Unknown","Interactive, Image",judgment,Jennifer Quinn,,,,,
4978,,Penn Treaty Park,PT401,Transcribed,Penn Treaty Park,,19140,61,PT401_0001.jpg,Pier Penn Treaty Park (with sailboat),"Environment, Family, Neighborhoods, Sports","Infrastructure, Space, Park",Pier,John A McBow,,,,,
4977,,City Hall,CH1093,Transcribed,Lex St,Lex St,,,CH1093_0001.jpg,10 shot 7 dead the biggest killings in Philadelphia named Lex St deserves to be remembered every year like they do 911 a whole community was destroyed. The city bit the bullet when our city need healing & the families of the victims shouldn‰Ûªt be forgotten.,"African Americans, Family, History, Neighborhoods, Social Justice, Violence","Mural, Memorial","Lex Street, Lex Street Massacre",#LexStreet,Lex St,,,,
4976,,Penn Treaty Park,PT398,Transcribed,Penn Treaty Pier,Penn Treaty,19134,61,PT398_0002.jpg,Bring pier back - good for the mind.,"Environment, Family, Neighborhoods, Sports","Infrastructure, Space",Pier,Victor Bungos,Penn Treaty Pier,,,,
4975,,Penn Treaty Park,PT399,Transcribed,U WIN,Penn Treaty Park,19133,2 1/2,PT399_0001.jpg,,Unknown,Other No Form,,Arielis,A hand,,,,
4974,,City Hall,CH1092,Transcribed,Lex St,Lex St / mill creek section,191,,CH1092_0001.jpg,"George Sig Porter is my brother and he was murdered in the biggest killing called the Lex St. Massacre.  It is not only appropriate for a monument but during these moments like the holidays. For 17 years has been fueling pressure for not only me but other families and a whole community.  I‰Ûªm requesting for the City of Philadelphia to declare December 28th as a day of Peace.  If this show they care, maybe it can slow down the murders across the city of Philadelphia.","African Americans, History, Neighborhoods, Philadelphia, Violence","Mural, Memorial","Lex Street, Lex Street Massacre",Tameka Poetic #LexStreet,Lex St.,,#LexStreet,,
4972,,Penn Treaty Park,PT396,Transcribed,Pier in Penn Treaty,Penn treaty Park,191215,55,PT396_0002.jpg,Pier in Penn Treaty with Bathroom Pavilion N Pier,"Environment, Neighborhoods, Unknown","Infrastructure, Space, Walkway",,Patricia McDaniel,,,,,
4971,,City Hall,CH1091,Transcribed,[Untitled],,,,CH1091_0001.jpg,Cpt Robert Fuller Houston of the 3rd Rgt Inf USCT Reinactors.  A U.S.C.T. Sentinel Civil War Soldier.  To date there is no single statue of a U.S.C.T. (United States Colored Troops soldier in the greater Phila. area,"African Americans, Education, History","Sculpture Statue, Memorial","History, Civil Rights, African American",,,,,,
4970,,Rittenhouse Square,RS400,Transcribed,Field and Train Track Road,Manayunk,19127,3,RS400_0001.jpg,,Sports,"Conceptual, Other No Form","field, train track road, sports",Brock Gogdale,,,,,
4969,,Rittenhouse Square,RS401,Transcribed,Talk It Out,Giant shipping container in a secluded area,19124,15,RS401_0001.jpg,A table and 2 chairs in a secluded area where 2 people at a time go and talk something out.  It can be personal or relating to a worldwide issue.,"Brotherly Love, Politics, Unity, Uplifting","Infrastructure, Space, Sculpture Statue",Communication,,Talk it Out,paigesymone,,,
4968,,City Hall,CH1090,Transcribed,Monument to Jewelers Row,Jewelers Row [The oldest diamond district in America!],19148,23,CH1090_0001.jpg,"Ring monument - It should look like a simple ring band. spruced up, post being cast in metal or recycled (fair mind) bronze; cubic zirconium! (The oldest diamond district in America!)  A monument paying homage to the crafts people (Jewelers, casting companies, stone setters, foundry's) that have been creating wearable metals and jewelry for 218 years !!! This is important history !!!!!!!!!!!!","Art, Business, History, Neighborhoods, Philadelphia","Sculpture Statue, Historical Marker",Jewelry,Sammy Kovaat,Monument to Jewelers Row,,,skoresart,
4967,,Rittenhouse Square,RS398,Transcribed,[Untitled],,19125,31,RS398_0001.jpg,"I am a Philadelphia Public School teacher.  Please give me something beautiful to view during the free time that I am not working to aid and improve our ailing society.  I agree with the message of the project, but not with the conceptual, unaesthetic form. Thanks","Art, Education, Environment, Neighborhoods",Sculpture Statue,Education,,,,,,
4966,,Rittenhouse Square,RS399,Transcribed,Marian Anderson,Kimmel Center,19130,56,RS399_0001.jpg,Put a monument to one of Philly's most notable African American Singers in the lobby of the Kimmel Center by Verizon Hall,"African Americans, Art, History, Music, Women",Sculpture Statue,"Art, Music, History, African American",,Marian Anderson,,,srhorwitz,
4965,,Logan Circle,LS164,Transcribed,Sound Idea,in an alley,33176,23,LS164_20171105_0001.jpg,Suspend 9 - 15 speakers from a ceiling or a ring or something and have each one repeating the same story or dedication or be out of sync,"Art, Music","Audio, Conceptual, Speech, Song Sound","Art, Music",S. Saunders,Sound idea -  in an alley,,,,
4964,,Logan Circle,LS165,Transcribed,MOVE something,"City Hall, Osage St, Police Dept headquarters",20009,23,LS165_20171105_0001.jpg,Something recognizing the Osage St MOVE bombing by the City of Philadelphia,"African Americans, History, Neighborhoods, Philadelphia, Social Justice, Violence","Mural, Sculpture Statue, Memorial","MOVE, History, Philadelphia",Kelechi,MOVE something,,,,
4963,,Rittenhouse Square,RS397,Transcribed,Good Earth Art,curb side/ side walks,19146,57,RS396_0001.jpg,"1.	Art that you can lock your bicycle to. (Some of 

        this already exists but we need more)

2.	Gardens ‰ÛÒ to provide food, beauty, and to 

        reduce storm water run-off.

3.	Art in the streets ‰ÛÒ close down some streets to 

        reduce car traffic and increase walking & biking 

        for better health.","Art, Environment, Figure, Food, Health, Sports","Conceptual, Sculpture Statue, Bench, Bikepath","Art, Environment",Thomas Welsh,Good Earth Art,,,,
4962,,Rittenhouse Square,RS394,Transcribed,[Untitled],,,,RS394_0001.jpg,"Jesus

Allah

Victory

People

Sins",Religion,Other No Form,Religion,,,,,,
4961,,Rittenhouse Square,RS395,Transcribed,Buddy,26th + Pennsylvania,19130,30,RS395_0001.jpg,I think a monument of Yorkshire Terrier (replicated) of my dog Buddy.  Would have Buddy be the statue to represent all dogs in the city of Philadelphia.  #saintofalldogs,Animals,Sculpture Statue,"Dogs, yorkshire terrier",Steph,,,#saintofalldogs,,
4960,,City Hall,CH1088,Transcribed,Nicholas CAGE,City Hall,,,CH1088_0001.jpg,,Pop Culture,Sculpture Statue,"Nicholas Cage, Pun",Willa,,,,,
4959,,Rittenhouse Square,RS393,Transcribed,Ruth Wright Hayre,Violet Oakley,19103,70,RS393_0001.jpg,,"Figure, History",Other No Form,,Linda Katz,,,,,
4958,,City Hall,CH1087,Transcribed,Joseph Beam Memorial,Cedar Park,19142,28,CH1087(correction)_0001.jpg,Perhaps a statue or some type of plaque. I'm not sure would be appropriate.,"Figure, History","Sculpture Statue, Plaque, Memorial",Historical figure,Marcus Borton,,,,,
4956,,Franklin Square,FS389,Transcribed,[Untitled],,,55 + still alive,fs389_0001.jpg,Sample Philly could move to schools as part of STEM or S.T.E.A.M. (mobile classroom) program,Education,"Interactive, Other No Form",STEM,William Cleveland,,,,,
4955,,City Hall,CH1089,Transcribed,Karaoke - ok,"A Chinatown bus, driving around Philly working different parks/events (can't compete with/harm local/pre-existing Karaoke bars)",19129,25,CH1089_0001.jpg,"Powered by 10 pedal bike stations (requires strangers to collaborate)



Ads for local Karaoke spots



Part of a fleet of busses that bring attractions from one part of town to another. Free Karaoke bus!



[Inspired by the Night Market, where I saw an elderly Chinese-American man lead a crowd in singing //All of Me.// Brotherly love in action]","Art, Brotherly Love, Culture, Inclusivity, Neighborhoods, Pop Culture, Unity, Love","Interactive, Song Sound, Performance","Karaoke, Chinatown, Bus, Moveable",,,,,,
4954,,Franklin Square,FS388,Transcribed,Hegling,,19106,56,fs388_0001.jpg,"A tribute to the doctors, nurses and medical researches in Philadelphia","Health, Philadelphia",Other No Form,"Medicine, health professionals",Clayton,,,,,
4953,,Penn Treaty Park,PT398,Transcribed,Penn Treaty Pier,Penn Treaty,19134,61,PT398_0001.jpg,"//Bring Pier Back, Good For the Mind//",,Sculpture Statue,,Victor Bungos,,,,,
4952,,Penn Treaty Park,PT397,Transcribed,Unity,Anywhere where everyone can see,19149,16,PT397_0001.jpg,"A monument deticated to all different religions, ethnicities, traditions, background, etc.



An arch where everyone is able to walk through. Inside the arch there are sections divided on each culture. Pictures, music, and even have people from that culture speak about their culture to others.","Culture, Immigration, Inclusivity, Religion, Unity, Uplifting, Race Ethnicity",Arch,Cultural exchange,Nayeli Mejia,,,,,
4951,,Marconi Plaza,MP192,Transcribed,Philadelphia National City Museum,"Vine St, 19th St., Ben Franklin Pkwy",19119,64,MP192_0001.jpg,"This idea is for the existing main library at Vine St to be enlarged into an expanded Museum of Philadelphia History.  The existing collective of the current Philly City Museum would be moved there but expanding access to Philly history current in the library's collection of maps throughout Philly's past would be the main taking-off point. I can imagine 3D reality presentations based on old maps.  A guest might walk in a //holodeck// style of 1700's reality with fewer bldgs, etc. 



Philadelphia was the nations 1st capital city.  We don't see that well enough today or see what was here before that.  



As the museum expanding into the space the library can expand as well.  The Rizzo statue could move to this new museum.  The city would have a notably better role in telling the nation's history +the role + betrayal of native Americans could be presented in a way that would have a chance to occasion some healing.","Education, History, Human Rights, Neighborhoods, Philadelphia, Politics, Social Justice",Museum,"Museum, library, city, history, Rizzo, Frank Rizzo, Native American, healing, maps",MR Meng,,,,,
4950,,Marconi Plaza,MP91,Transcribed,Love,,19140,16,MP191_0001.jpg,,Love,Other No Form,,Kristian Guzman,A character of the word //love//,,,,
4949,,Marconi Plaza,MP190,Transcribed,All for one one for all,,19143,32,MP190_0001.jpg,//All the people on the bottom have a different nationality theyre each colored with their naition flag the girl is colore with all the nations colors.//,"Culture, Inclusivity, Inequality, Unity, Race Ethnicity","Concrete, Sculpture Statue","Equality, Unity",,,,,alwys.grndn,Anthony Wardlaw
4948,,Marconi Plaza,MP189,Transcribed,Build each other,15th Street Station,19143,14,MP189_0001.jpg,Everyone puts in worth to build positivetly. The different nationality that makes our home,"Culture, Globalism, Immigration, Inclusivity, Philadelphia, Unity, Uplifting, Love",Sculpture Statue,"Nationality, Nationalities, Home, Positivity",Janlys,,young.nizzy,#Positivity,,
4947,,Marconi Plaza,MP188,Transcribed,Joe Frazier,Broad & Elmwood/North Phila,19141,41,MP188_0001.jpg,Philly Real Champ,"Philadelphia, Sports",Sculpture Statue,,Amone Bradley,A figure w/ boxing gloves representing Joe Frazier,,,,
4946,,Vernon Park,VP59,Transcribed,Give Woman & Children a Place,Germantown - Take the children+woman off the st and put in housing,19144,61,IMG_20171105_0001.pdf,,"Human Rights, Philadelphia, Women, Youth",Space,"homelessness, women, children, housing, shelter",Denica H,In stand of building monoes girl the woman and children a place to stay food. food housing clothes. its really ashame.,,,,
4945,,Vernon Park,VP58,Transcribed,Rufus Harley,Vernon Park,19104,30,IMG_20171105_0001.pdf,Renown Jazz Bag Pipe Player. Decades of performances in Vernon Park alone and with extra curricular rec. education.,"African Americans, Art, Neighborhoods","Interactive, Performance","Jazz, Music, Art",,,,,,
